1, plains, modern_beta:alpha, MONSTER, minecraft:spider, 60, 4, 4
639, plains, modern_beta:indev_normal, AMBIENT, minecraft:bat, 10, 8, 8
640, plains, modern_beta:indev_normal, UNDERGROUND_WATER_CREATURE, minecraft:glow_squid, 10, 4, 6
641, plains, modern_beta:indev_normal, WATER_CREATURE, minecraft:squid, 10, 1, 4
642, plains, modern_beta:indev_paradise, MONSTER, minecraft:spider, 60, 4, 4
643, plains, modern_beta:indev_paradise, MONSTER, minecraft:zombie, 60, 4, 4
644, plains, modern_beta:indev_paradise, MONSTER, minecraft:zombie_villager, 10, 1, 1
645, plains, modern_beta:indev_paradise, MONSTER, minecraft:skeleton, 60, 4, 4
646, plains, modern_beta:indev_paradise, MONSTER, minecraft:creeper, 60, 4, 4
647, plains, modern_beta:indev_paradise, MONSTER, minecraft:slime, 60, 4, 4
648, plains, modern_beta:indev_paradise, MONSTER, minecraft:enderman, 5, 1, 4
649, plains, modern_beta:indev_paradise, MONSTER, minecraft:witch, 5, 1, 1
650, plains, modern_beta:indev_paradise, CREATURE, minecraft:sheep, 20, 4, 4
651, plains, modern_beta:indev_paradise, CREATURE, minecraft:pig, 20, 4, 4
652, plains, modern_beta:indev_paradise, CREATURE, minecraft:chicken, 20, 4, 4
653, plains, modern_beta:indev_paradise, CREATURE, minecraft:cow, 20, 4, 4
654, plains, modern_beta:indev_paradise, AMBIENT, minecraft:bat, 10, 8, 8
655, plains, modern_beta:indev_paradise, UNDERGROUND_WATER_CREATURE, minecraft:glow_squid, 10, 4, 6
656, plains, modern_beta:indev_paradise, WATER_CREATURE, minecraft:squid, 10, 1, 4
657, plains, modern_beta:indev_woods, MONSTER, minecraft:spider, 60, 4, 4
658, plains, modern_beta:indev_woods, MONSTER, minecraft:zombie, 60, 4, 4
659, plains, modern_beta:indev_woods, MONSTER, minecraft:zombie_villager, 10, 1, 1
660, plains, modern_beta:indev_woods, MONSTER, minecraft:skeleton, 60, 4, 4
661, plains, modern_beta:indev_woods, MONSTER, minecraft:creeper, 60, 4, 4
662, plains, modern_beta:indev_woods, MONSTER, minecraft:slime, 60, 4, 4
663, plains, modern_beta:indev_woods, MONSTER, minecraft:enderman, 5, 1, 4
664, plains, modern_beta:indev_woods, MONSTER, minecraft:witch, 5, 1, 1
665, plains, modern_beta:indev_woods, CREATURE, minecraft:sheep, 20, 4, 4
666, plains, modern_beta:indev_woods, CREATURE, minecraft:pig, 20, 4, 4
667, plains, modern_beta:indev_woods, CREATURE, minecraft:chicken, 20, 4, 4
668, plains, modern_beta:indev_woods, CREATURE, minecraft:cow, 20, 4, 4
669, plains, modern_beta:indev_woods, AMBIENT, minecraft:bat, 10, 8, 8
670, plains, modern_beta:indev_woods, UNDERGROUND_WATER_CREATURE, minecraft:glow_squid, 10, 4, 6
671, plains, modern_beta:indev_woods, WATER_CREATURE, minecraft:squid, 10, 1, 4
672, plains, modern_beta:infdev_227, MONSTER, minecraft:spider, 60, 4, 4
673, plains, modern_beta:infdev_227, MONSTER, minecraft:zombie, 60, 4, 4
674, plains, modern_beta:infdev_227, MONSTER, minecraft:zombie_villager, 10, 1, 1
675, plains, modern_beta:infdev_227, MONSTER, minecraft:skeleton, 60, 4, 4
676, plains, modern_beta:infdev_227, MONSTER, minecraft:creeper, 60, 4, 4
677, plains, modern_beta:infdev_227, MONSTER, minecraft:slime, 60, 4, 4
678, plains, modern_beta:infdev_227, MONSTER, minecraft:enderman, 5, 1, 4
679, plains, modern_beta:infdev_227, MONSTER, minecraft:witch, 5, 1, 1
660, plains, modern_beta:infdev_227, CREATURE, minecraft:sheep, 20, 4, 4
681, plains, modern_beta:infdev_227, CREATURE, minecraft:pig, 20, 4, 4
682, plains, modern_beta:infdev_227, CREATURE, minecraft:chicken, 20, 4, 4
683, plains, modern_beta:infdev_227, CREATURE, minecraft:cow, 20, 4, 4
684, plains, modern_beta:infdev_227, AMBIENT, minecraft:bat, 10, 8, 8
685, plains, modern_beta:infdev_227, UNDERGROUND_WATER_CREATURE, minecraft:glow_squid, 10, 4, 6
686, plains, modern_beta:infdev_227, WATER_CREATURE, minecraft:squid, 10, 1, 4
687, plains, modern_beta:infdev_415, MONSTER, minecraft:spider, 60, 4, 4
688, plains, modern_beta:infdev_415, MONSTER, minecraft:zombie, 60, 4, 4
689, plains, modern_beta:infdev_415, MONSTER, minecraft:zombie_villager, 10, 1, 1
690, plains, modern_beta:infdev_415, MONSTER, minecraft:skeleton, 60, 4, 4
691, plains, modern_beta:infdev_415, MONSTER, minecraft:creeper, 60, 4, 4
692, plains, modern_beta:infdev_415, MONSTER, minecraft:slime, 60, 4, 4
693, plains, modern_beta:infdev_415, MONSTER, minecraft:enderman, 5, 1, 4
694, plains, modern_beta:infdev_415, MONSTER, minecraft:witch, 5, 1, 1
695, plains, modern_beta:infdev_415, CREATURE, minecraft:sheep, 20, 4, 4
696, plains, modern_beta:infdev_415, CREATURE, minecraft:pig, 20, 4, 4
697, plains, modern_beta:infdev_415, CREATURE, minecraft:chicken, 20, 4, 4
698, plains, modern_beta:infdev_415, CREATURE, minecraft:cow, 20, 4, 4
699, plains, modern_beta:infdev_415, AMBIENT, minecraft:bat, 10, 8, 8
700, plains, modern_beta:infdev_415, UNDERGROUND_WATER_CREATURE, minecraft:glow_squid, 10, 4, 6
701, plains, modern_beta:infdev_415, WATER_CREATURE, minecraft:squid, 10, 1, 4
702, plains, modern_beta:infdev_420, MONSTER, minecraft:spider, 60, 4, 4
703, plains, modern_beta:infdev_420, MONSTER, minecraft:zombie, 60, 4, 4
704, plains, modern_beta:infdev_420, MONSTER, minecraft:zombie_villager, 10, 1, 1
705, plains, modern_beta:infdev_420, MONSTER, minecraft:skeleton, 60, 4, 4
706, plains, modern_beta:infdev_420, MONSTER, minecraft:creeper, 60, 4, 4
707, plains, modern_beta:infdev_420, MONSTER, minecraft:slime, 60, 4, 4
708, plains, modern_beta:infdev_420, MONSTER, minecraft:enderman, 5, 1, 4
709, plains, modern_beta:infdev_420, MONSTER, minecraft:witch, 5, 1, 1
710, plains, modern_beta:infdev_420, CREATURE, minecraft:sheep, 20, 4, 4
711, plains, modern_beta:infdev_420, CREATURE, minecraft:pig, 20, 4, 4
712, plains, modern_beta:infdev_420, CREATURE, minecraft:chicken, 20, 4, 4
713, plains, modern_beta:infdev_420, CREATURE, minecraft:cow, 20, 4, 4
714, plains, modern_beta:infdev_420, AMBIENT, minecraft:bat, 10, 8, 8
715, plains, modern_beta:infdev_420, UNDERGROUND_WATER_CREATURE, minecraft:glow_squid, 10, 4, 6
716, plains, modern_beta:infdev_420, WATER_CREATURE, minecraft:squid, 10, 1, 4
717, plains, modern_beta:infdev_611, MONSTER, minecraft:spider, 60, 4, 4
718, plains, modern_beta:infdev_611, MONSTER, minecraft:zombie, 60, 4, 4
719, plains, modern_beta:infdev_611, MONSTER, minecraft:zombie_villager, 10, 1, 1
720, plains, modern_beta:infdev_611, MONSTER, minecraft:skeleton, 60, 4, 4
721, plains, modern_beta:infdev_611, MONSTER, minecraft:creeper, 60, 4, 4
722, plains, modern_beta:infdev_611, MONSTER, minecraft:slime, 60, 4, 4
723, plains, modern_beta:infdev_611, MONSTER, minecraft:enderman, 5, 1, 4
724, plains, modern_beta:infdev_611, MONSTER, minecraft:witch, 5, 1, 1
725, plains, modern_beta:infdev_611, CREATURE, minecraft:sheep, 20, 4, 4
726, plains, modern_beta:infdev_611, CREATURE, minecraft:pig, 20, 4, 4
727, plains, modern_beta:infdev_611, CREATURE, minecraft:chicken, 20, 4, 4
728, plains, modern_beta:infdev_611, CREATURE, minecraft:cow, 20, 4, 4
729, plains, modern_beta:infdev_611, AMBIENT, minecraft:bat, 10, 8, 8
730, plains, modern_beta:infdev_611, UNDERGROUND_WATER_CREATURE, minecraft:glow_squid, 10, 4, 6
731, plains, modern_beta:infdev_611, WATER_CREATURE, minecraft:squid, 10, 1, 4
732, extreme_hills, minecraft:jagged_peaks, MONSTER, minecraft:spider, 60, 4, 4
733, extreme_hills, minecraft:jagged_peaks, MONSTER, minecraft:zombie, 60, 4, 4
734, extreme_hills, minecraft:jagged_peaks, MONSTER, minecraft:zombie_villager, 10, 1, 1
735, extreme_hills, minecraft:jagged_peaks, MONSTER, minecraft:skeleton, 60, 4, 4
736, extreme_hills, minecraft:jagged_peaks, MONSTER, minecraft:creeper, 60, 4, 4
737, extreme_hills, minecraft:jagged_peaks, MONSTER, minecraft:slime, 60, 4, 4
738, extreme_hills, minecraft:jagged_peaks, MONSTER, minecraft:enderman, 5, 1, 4
739, extreme_hills, minecraft:jagged_peaks, MONSTER, minecraft:witch, 5, 1, 1
740, extreme_hills, minecraft:jagged_peaks, CREATURE, minecraft:goat, 10, 1, 3
741, extreme_hills, minecraft:jagged_peaks, AMBIENT, minecraft:bat, 10, 8, 8
742, extreme_hills, minecraft:jagged_peaks, UNDERGROUND_WATER_CREATURE, minecraft:glow_squid, 10, 4, 6
743, jungle, minecraft:jungle, MONSTER, minecraft:spider, 60, 4, 4
744, jungle, minecraft:jungle, MONSTER, minecraft:zombie, 60, 4, 4
745, jungle, minecraft:jungle, MONSTER, minecraft:zombie_villager, 10, 1, 1
746, jungle, minecraft:jungle, MONSTER, minecraft:skeleton, 60, 4, 4
747, jungle, minecraft:jungle, MONSTER, minecraft:creeper, 60, 4, 4
748, jungle, minecraft:jungle, MONSTER, minecraft:slime, 60, 4, 4
749, jungle, minecraft:jungle, MONSTER, minecraft:enderman, 5, 1, 4
750, jungle, minecraft:jungle, MONSTER, minecraft:witch, 5, 1, 1
751, jungle, minecraft:jungle, MONSTER, minecraft:ocelot, 10, 1, 3
752, jungle, minecraft:jungle, CREATURE, minecraft:sheep, 20, 4, 4
753, jungle, minecraft:jungle, CREATURE, minecraft:pig, 20, 4, 4
754, jungle, minecraft:jungle, CREATURE, minecraft:chicken, 20, 4, 4
755, jungle, minecraft:jungle, CREATURE, minecraft:cow, 20, 4, 4
756, jungle, minecraft:jungle, CREATURE, minecraft:chicken, 20, 4, 4
757, jungle, minecraft:jungle, CREATURE, minecraft:parrot, 40, 1, 2
758, jungle, minecraft:jungle, CREATURE, minecraft:panda, 10, 1, 2
759, jungle, minecraft:jungle, AMBIENT, minecraft:bat, 10, 8, 8
760, jungle, minecraft:jungle, UNDERGROUND_WATER_CREATURE, minecraft:glow_squid, 10, 4, 6
761, the_end, betterend:lantern_woods, MONSTER, minecraft:enderman, 5, 1, 2
762, ocean, minecraft:lukewarm_ocean, MONSTER, minecraft:spider, 60, 4, 4
763, ocean, minecraft:lukewarm_ocean, MONSTER, minecraft:zombie, 60, 4, 4
764, ocean, minecraft:lukewarm_ocean, MONSTER, minecraft:zombie_villager, 10, 1, 1
765, ocean, minecraft:lukewarm_ocean, MONSTER, minecraft:skeleton, 60, 4, 4
766, ocean, minecraft:lukewarm_ocean, MONSTER, minecraft:creeper, 60, 4, 4
767, ocean, minecraft:lukewarm_ocean, MONSTER, minecraft:slime, 60, 4, 4
768, ocean, minecraft:lukewarm_ocean, MONSTER, minecraft:enderman, 5, 1, 4
769, ocean, minecraft:lukewarm_ocean, MONSTER, minecraft:witch, 5, 1, 1
770, ocean, minecraft:lukewarm_ocean, MONSTER, minecraft:drowned, 10, 1, 1
771, ocean, minecraft:lukewarm_ocean, AMBIENT, minecraft:bat, 10, 8, 8
772, ocean, minecraft:lukewarm_ocean, UNDERGROUND_WATER_CREATURE, minecraft:glow_squid, 10, 4, 6
773, ocean, minecraft:lukewarm_ocean, WATER_CREATURE, minecraft:squid, 10, 1, 2
774, ocean, minecraft:lukewarm_ocean, WATER_CREATURE, minecraft:dolphin, 10, 1, 2
775, ocean, minecraft:lukewarm_ocean, WATER_AMBIENT, minecraft:cod, 15, 3, 6
776, ocean, minecraft:lukewarm_ocean, WATER_AMBIENT, minecraft:pufferfish, 10, 1, 3
777, ocean, minecraft:lukewarm_ocean, WATER_AMBIENT, minecraft:tropical_fish, 25, 8, 8
778, none, minecraft:lush_caves, MONSTER, minecraft:spider, 60, 4, 4
779, none, minecraft:lush_caves, MONSTER, minecraft:zombie, 60, 4, 4
760, none, minecraft:lush_caves, MONSTER, minecraft:zombie_villager, 10, 1, 1
781, none, minecraft:lush_caves, MONSTER, minecraft:skeleton, 60, 4, 4
782, none, minecraft:lush_caves, MONSTER, minecraft:creeper, 60, 4, 4
783, none, minecraft:lush_caves, MONSTER, minecraft:slime, 60, 4, 4
784, none, minecraft:lush_caves, MONSTER, minecraft:enderman, 5, 1, 4
785, none, minecraft:lush_caves, MONSTER, minecraft:witch, 5, 1, 1
786, none, minecraft:lush_caves, AMBIENT, minecraft:bat, 10, 8, 8
787, none, minecraft:lush_caves, AXOLOTLS, minecraft:axolotl, 10, 4, 6
788, none, minecraft:lush_caves, UNDERGROUND_WATER_CREATURE, minecraft:glow_squid, 10, 4, 6
789, none, minecraft:lush_caves, WATER_AMBIENT, minecraft:tropical_fish, 25, 8, 8
790, swamp, minecraft:mangrove_swamp, MONSTER, minecraft:spider, 60, 4, 4
791, swamp, minecraft:mangrove_swamp, MONSTER, minecraft:zombie, 60, 4, 4
792, swamp, minecraft:mangrove_swamp, MONSTER, minecraft:zombie_villager, 10, 1, 1
793, swamp, minecraft:mangrove_swamp, MONSTER, minecraft:skeleton, 60, 4, 4
794, swamp, minecraft:mangrove_swamp, MONSTER, minecraft:creeper, 60, 4, 4
795, swamp, minecraft:mangrove_swamp, MONSTER, minecraft:slime, 60, 4, 4
796, swamp, minecraft:mangrove_swamp, MONSTER, minecraft:enderman, 5, 1, 4
797, swamp, minecraft:mangrove_swamp, MONSTER, minecraft:witch, 5, 1, 1
798, swamp, minecraft:mangrove_swamp, MONSTER, minecraft:slime, 10, 1, 1
799, swamp, minecraft:mangrove_swamp, CREATURE, minecraft:frog, 10, 2, 5
600, swamp, minecraft:mangrove_swamp, AMBIENT, minecraft:bat, 10, 8, 8
601, swamp, minecraft:mangrove_swamp, UNDERGROUND_WATER_CREATURE, minecraft:glow_squid, 10, 4, 6
602, swamp, minecraft:mangrove_swamp, WATER_AMBIENT, minecraft:tropical_fish, 25, 8, 8
603, plains, minecraft:meadow, MONSTER, minecraft:spider, 60, 4, 4
604, plains, minecraft:meadow, MONSTER, minecraft:zombie, 60, 4, 4
605, plains, minecraft:meadow, MONSTER, minecraft:zombie_villager, 10, 1, 1
606, plains, minecraft:meadow, MONSTER, minecraft:skeleton, 60, 4, 4
607, plains, minecraft:meadow, MONSTER, minecraft:creeper, 60, 4, 4
608, plains, minecraft:meadow, MONSTER, minecraft:slime, 60, 4, 4
609, plains, minecraft:meadow, MONSTER, minecraft:enderman, 5, 1, 4
810, plains, minecraft:meadow, MONSTER, minecraft:witch, 5, 1, 1
811, plains, minecraft:meadow, CREATURE, minecraft:donkey, 10, 1, 2
812, plains, minecraft:meadow, CREATURE, minecraft:rabbit, 10, 2, 6
813, plains, minecraft:meadow, CREATURE, minecraft:sheep, 20, 2, 4
814, plains, minecraft:meadow, AMBIENT, minecraft:bat, 10, 8, 8
815, plains, minecraft:meadow, UNDERGROUND_WATER_CREATURE, minecraft:glow_squid, 10, 4, 6
816, the_end, betterend:megalake, MONSTER, betterend:end_slime, 10, 1, 2
817, the_end, betterend:megalake, MONSTER, minecraft:enderman, 5, 1, 2
818, the_end, betterend:megalake, AMBIENT, betterend:dragonfly, 50, 1, 3
819, the_end, betterend:megalake, WATER_AMBIENT, betterend:end_fish, 50, 3, 8
820, the_end, betterend:megalake, WATER_AMBIENT, betterend:cubozoa, 50, 3, 8
821, the_end, betterend:megalake_grove, MONSTER, betterend:end_slime, 10, 1, 2
822, the_end, betterend:megalake_grove, MONSTER, minecraft:enderman, 5, 1, 2
823, the_end, betterend:megalake_grove, AMBIENT, betterend:dragonfly, 20, 1, 3
824, the_end, betterend:megalake_grove, WATER_AMBIENT, betterend:end_fish, 20, 3, 8
825, the_end, betterend:megalake_grove, WATER_AMBIENT, betterend:cubozoa, 50, 3, 8
826, none, minecraft:mushroom_fields, CREATURE, minecraft:mooshroom, 10, 4, 8
827, none, minecraft:mushroom_fields, AMBIENT, minecraft:bat, 10, 8, 8
828, none, minecraft:mushroom_fields, UNDERGROUND_WATER_CREATURE, minecraft:glow_squid, 10, 4, 6
829, the_end, betterend:neon_oasis, MONSTER, minecraft:enderman, 5, 1, 2
830, nether, minecraft:nether_wastes, MONSTER, minecraft:ghast, 50, 4, 4
831, nether, minecraft:nether_wastes, MONSTER, minecraft:zombified_piglin, 60, 4, 4
832, nether, minecraft:nether_wastes, MONSTER, minecraft:magma_cube, 10, 4, 4
833, nether, minecraft:nether_wastes, MONSTER, minecraft:enderman, 5, 4, 4
834, nether, minecraft:nether_wastes, MONSTER, minecraft:piglin, 15, 4, 4
835, nether, minecraft:nether_wastes, CREATURE, minecraft:strider, 60, 1, 2
836, ocean, minecraft:ocean, MONSTER, minecraft:spider, 60, 4, 4
837, ocean, minecraft:ocean, MONSTER, minecraft:zombie, 60, 4, 4
838, ocean, minecraft:ocean, MONSTER, minecraft:zombie_villager, 10, 1, 1
839, ocean, minecraft:ocean, MONSTER, minecraft:skeleton, 60, 4, 4
840, ocean, minecraft:ocean, MONSTER, minecraft:creeper, 60, 4, 4
841, ocean, minecraft:ocean, MONSTER, minecraft:slime, 60, 4, 4
842, ocean, minecraft:ocean, MONSTER, minecraft:enderman, 5, 1, 4
843, ocean, minecraft:ocean, MONSTER, minecraft:witch, 5, 1, 1
844, ocean, minecraft:ocean, MONSTER, minecraft:drowned, 10, 1, 1
845, ocean, minecraft:ocean, AMBIENT, minecraft:bat, 10, 8, 8
846, ocean, minecraft:ocean, UNDERGROUND_WATER_CREATURE, minecraft:glow_squid, 10, 4, 6
847, ocean, minecraft:ocean, WATER_CREATURE, minecraft:squid, 10, 1, 4
848, ocean, minecraft:ocean, WATER_CREATURE, minecraft:dolphin, 10, 1, 2
849, ocean, minecraft:ocean, WATER_AMBIENT, minecraft:cod, 10, 3, 6
850, forest, minecraft:old_growth_birch_forest, MONSTER, minecraft:spider, 60, 4, 4
851, forest, minecraft:old_growth_birch_forest, MONSTER, minecraft:zombie, 60, 4, 4
852, forest, minecraft:old_growth_birch_forest, MONSTER, minecraft:zombie_villager, 10, 1, 1
853, forest, minecraft:old_growth_birch_forest, MONSTER, minecraft:skeleton, 60, 4, 4
854, forest, minecraft:old_growth_birch_forest, MONSTER, minecraft:creeper, 60, 4, 4
855, forest, minecraft:old_growth_birch_forest, MONSTER, minecraft:slime, 60, 4, 4
856, forest, minecraft:old_growth_birch_forest, MONSTER, minecraft:enderman, 5, 1, 4
857, forest, minecraft:old_growth_birch_forest, MONSTER, minecraft:witch, 5, 1, 1
858, forest, minecraft:old_growth_birch_forest, CREATURE, minecraft:sheep, 20, 4, 4
859, forest, minecraft:old_growth_birch_forest, CREATURE, minecraft:pig, 20, 4, 4
860, forest, minecraft:old_growth_birch_forest, CREATURE, minecraft:chicken, 20, 4, 4
861, forest, minecraft:old_growth_birch_forest, CREATURE, minecraft:cow, 20, 4, 4
862, forest, minecraft:old_growth_birch_forest, AMBIENT, minecraft:bat, 10, 8, 8
863, forest, minecraft:old_growth_birch_forest, UNDERGROUND_WATER_CREATURE, minecraft:glow_squid, 10, 4, 6
864, taiga, minecraft:old_growth_pine_taiga, MONSTER, minecraft:spider, 60, 4, 4
865, taiga, minecraft:old_growth_pine_taiga, MONSTER, minecraft:zombie, 60, 4, 4
866, taiga, minecraft:old_growth_pine_taiga, MONSTER, minecraft:zombie_villager, 25, 1, 1
867, taiga, minecraft:old_growth_pine_taiga, MONSTER, minecraft:skeleton, 60, 4, 4
868, taiga, minecraft:old_growth_pine_taiga, MONSTER, minecraft:creeper, 60, 4, 4
869, taiga, minecraft:old_growth_pine_taiga, MONSTER, minecraft:slime, 60, 4, 4
870, taiga, minecraft:old_growth_pine_taiga, MONSTER, minecraft:enderman, 5, 1, 4
871, taiga, minecraft:old_growth_pine_taiga, MONSTER, minecraft:witch, 5, 1, 1
872, taiga, minecraft:old_growth_pine_taiga, CREATURE, minecraft:sheep, 20, 4, 4
873, taiga, minecraft:old_growth_pine_taiga, CREATURE, minecraft:pig, 20, 4, 4
874, taiga, minecraft:old_growth_pine_taiga, CREATURE, minecraft:chicken, 20, 4, 4
875, taiga, minecraft:old_growth_pine_taiga, CREATURE, minecraft:cow, 20, 4, 4
876, taiga, minecraft:old_growth_pine_taiga, CREATURE, minecraft:wolf, 10, 4, 4
877, taiga, minecraft:old_growth_pine_taiga, CREATURE, minecraft:rabbit, 10, 2, 3
878, taiga, minecraft:old_growth_pine_taiga, CREATURE, minecraft:fox, 10, 2, 4
879, taiga, minecraft:old_growth_pine_taiga, AMBIENT, minecraft:bat, 10, 8, 8
860, taiga, minecraft:old_growth_pine_taiga, UNDERGROUND_WATER_CREATURE, minecraft:glow_squid, 10, 4, 6
881, taiga, minecraft:old_growth_spruce_taiga, MONSTER, minecraft:spider, 60, 4, 4
882, taiga, minecraft:old_growth_spruce_taiga, MONSTER, minecraft:zombie, 60, 4, 4
883, taiga, minecraft:old_growth_spruce_taiga, MONSTER, minecraft:zombie_villager, 10, 1, 1
884, taiga, minecraft:old_growth_spruce_taiga, MONSTER, minecraft:skeleton, 60, 4, 4
885, taiga, minecraft:old_growth_spruce_taiga, MONSTER, minecraft:creeper, 60, 4, 4
886, taiga, minecraft:old_growth_spruce_taiga, MONSTER, minecraft:slime, 60, 4, 4
887, taiga, minecraft:old_growth_spruce_taiga, MONSTER, minecraft:enderman, 5, 1, 4
888, taiga, minecraft:old_growth_spruce_taiga, MONSTER, minecraft:witch, 5, 1, 1
889, taiga, minecraft:old_growth_spruce_taiga, CREATURE, minecraft:sheep, 20, 4, 4
890, taiga, minecraft:old_growth_spruce_taiga, CREATURE, minecraft:pig, 20, 4, 4
891, taiga, minecraft:old_growth_spruce_taiga, CREATURE, minecraft:chicken, 20, 4, 4
892, taiga, minecraft:old_growth_spruce_taiga, CREATURE, minecraft:cow, 20, 4, 4
893, taiga, minecraft:old_growth_spruce_taiga, CREATURE, minecraft:wolf, 10, 4, 4
894, taiga, minecraft:old_growth_spruce_taiga, CREATURE, minecraft:rabbit, 10, 2, 3
895, taiga, minecraft:old_growth_spruce_taiga, CREATURE, minecraft:fox, 10, 2, 4
896, taiga, minecraft:old_growth_spruce_taiga, AMBIENT, minecraft:bat, 10, 8, 8
897, taiga, minecraft:old_growth_spruce_taiga, UNDERGROUND_WATER_CREATURE, minecraft:glow_squid, 10, 4, 6
898, the_end, betterend:painted_mountains, MONSTER, minecraft:enderman, 5, 1, 2
899, ocean, modern_beta:pe_cold_ocean, MONSTER, minecraft:spider, 60, 4, 4
900, ocean, modern_beta:pe_cold_ocean, MONSTER, minecraft:zombie, 60, 4, 4
901, ocean, modern_beta:pe_cold_ocean, MONSTER, minecraft:zombie_villager, 10, 1, 1
902, ocean, modern_beta:pe_cold_ocean, MONSTER, minecraft:skeleton, 60, 4, 4
903, ocean, modern_beta:pe_cold_ocean, MONSTER, minecraft:creeper, 60, 4, 4
904, ocean, modern_beta:pe_cold_ocean, MONSTER, minecraft:slime, 60, 4, 4
905, ocean, modern_beta:pe_cold_ocean, MONSTER, minecraft:enderman, 5, 1, 4
906, ocean, modern_beta:pe_cold_ocean, MONSTER, minecraft:witch, 5, 1, 1
907, ocean, modern_beta:pe_cold_ocean, MONSTER, minecraft:drowned, 10, 1, 1
908, ocean, modern_beta:pe_cold_ocean, AMBIENT, minecraft:bat, 10, 8, 8
909, ocean, modern_beta:pe_cold_ocean, UNDERGROUND_WATER_CREATURE, minecraft:glow_squid, 10, 4, 6
910, ocean, modern_beta:pe_cold_ocean, WATER_CREATURE, minecraft:squid, 10, 1, 4
911, ocean, modern_beta:pe_cold_ocean, WATER_AMBIENT, minecraft:cod, 15, 3, 6
912, ocean, modern_beta:pe_cold_ocean, WATER_AMBIENT, minecraft:salmon, 15, 1, 5
913, desert, modern_beta:pe_desert, MONSTER, minecraft:spider, 60, 4, 4
914, desert, modern_beta:pe_desert, MONSTER, minecraft:zombie, 19, 4, 4
915, desert, modern_beta:pe_desert, MONSTER, minecraft:zombie_villager, 10, 1, 1
916, desert, modern_beta:pe_desert, MONSTER, minecraft:skeleton, 60, 4, 4
917, desert, modern_beta:pe_desert, MONSTER, minecraft:creeper, 60, 4, 4
918, desert, modern_beta:pe_desert, MONSTER, minecraft:slime, 60, 4, 4
919, desert, modern_beta:pe_desert, MONSTER, minecraft:enderman, 5, 1, 4
920, desert, modern_beta:pe_desert, MONSTER, minecraft:witch, 5, 1, 1
921, desert, modern_beta:pe_desert, MONSTER, minecraft:husk, 60, 4, 4
922, desert, modern_beta:pe_desert, CREATURE, minecraft:rabbit, 10, 2, 3
923, desert, modern_beta:pe_desert, AMBIENT, minecraft:bat, 10, 8, 8
924, desert, modern_beta:pe_desert, UNDERGROUND_WATER_CREATURE, minecraft:glow_squid, 10, 4, 6
925, desert, modern_beta:pe_desert, WATER_CREATURE, minecraft:squid, 10, 1, 4
926, forest, modern_beta:pe_forest, MONSTER, minecraft:spider, 60, 4, 4
927, forest, modern_beta:pe_forest, MONSTER, minecraft:zombie, 60, 4, 4
928, forest, modern_beta:pe_forest, MONSTER, minecraft:zombie_villager, 10, 1, 1
929, forest, modern_beta:pe_forest, MONSTER, minecraft:skeleton, 60, 4, 4
930, forest, modern_beta:pe_forest, MONSTER, minecraft:creeper, 60, 4, 4
931, forest, modern_beta:pe_forest, MONSTER, minecraft:slime, 60, 4, 4
932, forest, modern_beta:pe_forest, MONSTER, minecraft:enderman, 5, 1, 4
933, forest, modern_beta:pe_forest, MONSTER, minecraft:witch, 5, 1, 1
934, forest, modern_beta:pe_forest, CREATURE, minecraft:sheep, 20, 4, 4
935, forest, modern_beta:pe_forest, CREATURE, minecraft:pig, 20, 4, 4
936, forest, modern_beta:pe_forest, CREATURE, minecraft:chicken, 20, 4, 4
937, forest, modern_beta:pe_forest, CREATURE, minecraft:cow, 20, 4, 4
938, forest, modern_beta:pe_forest, CREATURE, minecraft:wolf, 10, 4, 4
939, forest, modern_beta:pe_forest, CREATURE, minecraft:turtle, 10, 2, 5
940, forest, modern_beta:pe_forest, AMBIENT, minecraft:bat, 10, 8, 8
941, forest, modern_beta:pe_forest, UNDERGROUND_WATER_CREATURE, minecraft:glow_squid, 10, 4, 6
942, forest, modern_beta:pe_forest, WATER_CREATURE, minecraft:squid, 10, 1, 4
943, ocean, modern_beta:pe_frozen_ocean, MONSTER, minecraft:spider, 60, 4, 4
944, ocean, modern_beta:pe_frozen_ocean, MONSTER, minecraft:zombie, 60, 4, 4
945, ocean, modern_beta:pe_frozen_ocean, MONSTER, minecraft:zombie_villager, 10, 1, 1
946, ocean, modern_beta:pe_frozen_ocean, MONSTER, minecraft:skeleton, 60, 4, 4
947, ocean, modern_beta:pe_frozen_ocean, MONSTER, minecraft:creeper, 60, 4, 4
948, ocean, modern_beta:pe_frozen_ocean, MONSTER, minecraft:slime, 60, 4, 4
949, ocean, modern_beta:pe_frozen_ocean, MONSTER, minecraft:enderman, 5, 1, 4
950, ocean, modern_beta:pe_frozen_ocean, MONSTER, minecraft:witch, 5, 1, 1
951, ocean, modern_beta:pe_frozen_ocean, MONSTER, minecraft:drowned, 10, 1, 1
952, ocean, modern_beta:pe_frozen_ocean, CREATURE, minecraft:polar_bear, 10, 1, 2
953, ocean, modern_beta:pe_frozen_ocean, AMBIENT, minecraft:bat, 10, 8, 8
954, ocean, modern_beta:pe_frozen_ocean, UNDERGROUND_WATER_CREATURE, minecraft:glow_squid, 10, 4, 6
955, ocean, modern_beta:pe_frozen_ocean, WATER_CREATURE, minecraft:squid, 10, 1, 4
